,age,gender,region_category,membership_category,joining_date,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score
17931,56,M,City,Gold Membership,2015-04-18,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,8,31.61,16656.89,20.0,456.93004602531687,No,Yes,No,Not Applicable,No reason specified,3
17932,12,F,City,Silver Membership,2015-04-09,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,14,43.29,11165.62,24.0,697.79,Yes,No,No,Not Applicable,Poor Product Quality,4
17933,40,F,City,Gold Membership,2015-04-11,?,Without Offers,Desktop,Fiber_Optic,11,-154.12824164060157,67185.96,3.0,750.4,Yes,No,Yes,No Information Available,User Friendly Website,1
17934,10,F,Town,Premium Membership,2016-10-04,Yes,Without Offers,Smartphone,Mobile_Data,23,228.23,11651.46,11.0,732.2,No,Yes,No,Not Applicable,Too many ads,3
17935,40,M,Town,No Membership,2016-08-14,?,Without Offers,Smartphone,Wi-Fi,15,-1045.3695427105506,37164.12,25.0,1072.1119427373785,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,4
17936,19,M,Town,Silver Membership,2016-04-26,Yes,Credit/Debit Card Offers,Both,Fiber_Optic,11,508.99,23783.92,28.0,786.29,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,3
17937,23,M,Town,Basic Membership,2015-07-24,Yes,Credit/Debit Card Offers,?,Wi-Fi,14,30.85,41166.99,5.0,533.6,Yes,No,Yes,Unsolved,Poor Customer Service,5
17938,26,M,Town,Basic Membership,2015-07-30,?,Gift Vouchers/Coupons,Both,Wi-Fi,10,508.86,24238.65,26.0,,Yes,No,Yes,Solved in Follow-up,Too many ads,5
17939,24,M,Town,No Membership,2016-01-06,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,11,686.29,25829.23,23.0,,No,Yes,No,Not Applicable,Poor Product Quality,5
17940,39,F,Town,No Membership,2017-03-30,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,21,158.11,7816.82,27.0,645.33,Yes,No,No,Not Applicable,Too many ads,4
17942,13,M,Town,Basic Membership,2016-06-27,No,Without Offers,Desktop,Wi-Fi,14,-840.7635375140495,12216.5,,289.90401638412976,Yes,No,Yes,No Information Available,Too many ads,5
17943,44,F,City,Gold Membership,2016-09-25,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,21,65.85,49619.39,17.0,862.2336689944498,Yes,No,Yes,Unsolved,Too many ads,3
17944,28,F,,Basic Membership,2017-08-03,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,2,109.89,1036.39,28.0,156.35288945746083,No,Yes,Yes,Solved,Poor Product Quality,5
17945,38,M,City,Basic Membership,2015-06-25,No,Credit/Debit Card Offers,?,Wi-Fi,12,34.4,28996.64,16.0,674.17,No,Yes,No,Not Applicable,Poor Customer Service,4
17946,56,M,Town,No Membership,2016-11-05,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,11,36.61,8572.05,23.0,650.59,No,Yes,No,Not Applicable,Too many ads,5
17947,63,F,City,Gold Membership,2015-12-30,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,1,62.96,17460.99,9.0,782.73,Yes,No,No,Not Applicable,Poor Product Quality,3
17948,32,F,City,No Membership,2017-07-20,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,9,31.79,44542.56,14.0,621.66,No,Yes,Yes,Solved,Poor Customer Service,5
17949,58,F,City,Gold Membership,2016-07-29,?,Credit/Debit Card Offers,Desktop,Wi-Fi,17,59.98,39781.74,12.0,761.4,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,3
17950,58,F,Town,Gold Membership,2017-01-25,Yes,Without Offers,Smartphone,Mobile_Data,10,178.82,8958.34,24.0,739.03,Yes,No,No,Not Applicable,No reason specified,3
17951,45,M,City,No Membership,2017-12-27,Yes,Without Offers,Desktop,Fiber_Optic,14,34.1,9446.95,11.0,594.19,No,Yes,No,Not Applicable,Poor Product Quality,5
17952,38,M,City,Basic Membership,2015-10-17,Yes,Gift Vouchers/Coupons,Both,Fiber_Optic,6,447.73,44420.9,28.0,506.22,Yes,No,Yes,No Information Available,No reason specified,5
17953,28,F,,Platinum Membership,2016-05-14,Yes,Without Offers,Desktop,Wi-Fi,2,894.89,90903.95,17.0,814.97,No,Yes,Yes,Solved,Reasonable Price,1
17954,32,F,Town,Basic Membership,2016-04-04,?,Credit/Debit Card Offers,Smartphone,Mobile_Data,22,179.39,8500.2,8.0,1184.6097315239942,No,Yes,Yes,Solved,Poor Customer Service,5
17955,39,M,City,Silver Membership,2015-01-30,?,Credit/Debit Card Offers,Smartphone,Fiber_Optic,24,61.55,28017.19,6.0,663.32,Yes,No,No,Not Applicable,Poor Website,4
17956,35,F,City,Platinum Membership,2015-08-12,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,8,666.53,64885.67,11.0,732.69,No,Yes,Yes,Solved in Follow-up,User Friendly Website,2
17957,37,M,Town,Platinum Membership,2015-03-13,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,25,103.04,30246.43,7.0,721.35,No,Yes,Yes,No Information Available,Too many ads,3
17958,33,F,City,No Membership,2015-01-08,Yes,Without Offers,Smartphone,Fiber_Optic,6,179.34,31630.76,,,No,Yes,No,Not Applicable,Poor Customer Service,4
17959,55,F,Town,Basic Membership,2015-10-22,No,Credit/Debit Card Offers,Both,Wi-Fi,16,293.34,39236.76,19.0,660.06,No,Yes,Yes,Unsolved,Poor Product Quality,4
17960,17,F,Town,No Membership,2017-08-15,No,Gift Vouchers/Coupons,?,Wi-Fi,-999,47.63,7646.21,15.0,577.91,Yes,No,No,Not Applicable,Poor Product Quality,5
17961,24,F,Town,Premium Membership,2016-04-14,Yes,Without Offers,Both,Wi-Fi,8,360.67,33374.92,6.0,712.85,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,3
17962,46,F,City,Gold Membership,2017-04-29,No,Credit/Debit Card Offers,Both,Mobile_Data,5,453.36,87236.15,12.0,526.0577253698918,Yes,Yes,Yes,Solved,Products always in Stock,1
17963,47,M,Village,Gold Membership,2017-03-10,?,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,8,141.93,86705.46,1.0,753.23,Yes,No,No,Not Applicable,Quality Customer Care,1
17964,54,M,City,No Membership,2016-09-17,?,Gift Vouchers/Coupons,Smartphone,Mobile_Data,12,49.54,42856.86,7.0,,Yes,No,No,Not Applicable,Poor Product Quality,5
17965,27,M,,Silver Membership,2015-01-11,No,Without Offers,Smartphone,Mobile_Data,7,329.94,39395.91,13.0,636.1,Yes,No,No,Not Applicable,Poor Product Quality,4
17966,36,M,Town,Silver Membership,2017-03-10,?,Gift Vouchers/Coupons,Smartphone,Mobile_Data,19,257.22,35922.85,7.0,735.48,Yes,No,Yes,No Information Available,Products always in Stock,2
17967,17,F,,Premium Membership,2015-01-29,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,9,753.49,20537.06,6.0,716.86,Yes,No,No,Not Applicable,Poor Product Quality,3
17968,16,M,,Silver Membership,2015-10-23,?,Credit/Debit Card Offers,Smartphone,Fiber_Optic,9,195.9,5930.32,,,No,Yes,Yes,Unsolved,Too many ads,3
17969,50,F,Town,Basic Membership,2015-03-20,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,14,102.4,49200.61,9.0,627.63,Yes,No,Yes,Solved,Too many ads,4
17970,10,F,Village,Gold Membership,2015-03-05,No,Without Offers,Smartphone,Fiber_Optic,14,948.0383300438742,33871.58,10.0,753.28,Yes,No,No,Not Applicable,Poor Product Quality,3
17971,13,F,Town,Basic Membership,2017-11-30,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,17,1006.6,40757.01,7.0,,Yes,No,Yes,Solved,No reason specified,5
17972,28,F,Town,Gold Membership,2016-07-06,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,12,148.97,48072.23,3.0,797.31,Yes,No,Yes,Unsolved,Products always in Stock,1
17973,57,F,Village,Premium Membership,2017-03-31,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,-999,1103.3744227289503,48098.36,25.0,,No,Yes,Yes,Solved,Poor Customer Service,3
17974,22,F,City,Basic Membership,2015-06-21,No,Without Offers,Desktop,Mobile_Data,24,117.31,16838.87,22.0,,No,Yes,Yes,Solved in Follow-up,Too many ads,5
17975,16,F,Town,Platinum Membership,2016-04-30,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,6,221.35,44206.89,20.0,769.97,Yes,No,No,Not Applicable,Poor Product Quality,3
17976,53,M,City,Silver Membership,2015-09-28,Yes,Without Offers,Both,Mobile_Data,5,295.11,21815.79,28.0,652.1,Yes,No,No,Not Applicable,Too many ads,4
17977,32,M,Town,No Membership,2016-04-21,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,9,-774.0966135833874,9170.06,22.0,523.29,No,Yes,No,Not Applicable,Poor Product Quality,5
17978,20,M,Town,Basic Membership,2017-04-07,Yes,Gift Vouchers/Coupons,?,Mobile_Data,19,52.49,46215.9,18.0,631.99,No,Yes,Yes,Unsolved,Too many ads,5
17979,41,M,Town,Basic Membership,2015-11-06,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,-999,1152.778116742729,20219.86,20.0,667.99,No,Yes,No,Not Applicable,No reason specified,5
17980,36,M,Village,Basic Membership,2017-07-07,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,16,30.53,18363.03,23.0,692.35,Yes,No,Yes,Unsolved,Poor Customer Service,5
17981,49,M,Village,Silver Membership,2015-11-20,Yes,Credit/Debit Card Offers,?,Wi-Fi,13,89.48,22718.89,5.978227195859638,731.7,Yes,No,No,Not Applicable,Too many ads,3
17982,34,F,Town,Basic Membership,2015-06-10,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,21,40.9,27840.68,27.0,621.46,No,Yes,No,Not Applicable,Poor Website,5
17983,19,F,City,Premium Membership,2015-11-16,Yes,Without Offers,Smartphone,Mobile_Data,4,1278.36,18277.27,23.0,756.17,Yes,Yes,No,Not Applicable,Too many ads,3
17984,53,F,Village,Premium Membership,2015-01-26,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,16,361.24,53791.6,12.0,818.48,No,Yes,Yes,Solved,User Friendly Website,1
17985,64,F,Town,No Membership,2016-04-22,Yes,Gift Vouchers/Coupons,Both,Fiber_Optic,16,528.7,29894.84,,629.56,No,Yes,Yes,Solved in Follow-up,Poor Website,5
17986,53,F,,Gold Membership,2015-08-01,?,Without Offers,Smartphone,Mobile_Data,15,360.81,27201.96,3.0,,No,Yes,Yes,Solved in Follow-up,Reasonable Price,1
17987,30,F,Town,Silver Membership,2015-10-11,No,Without Offers,Smartphone,Fiber_Optic,25,71.28,31813.14,-5.654516348287359,1148.4293695220092,Yes,No,No,Not Applicable,Poor Product Quality,4
17988,39,F,,Platinum Membership,2017-06-23,Yes,Without Offers,?,Fiber_Optic,18,101.67,44529.26,13.0,,Yes,No,No,Not Applicable,Poor Customer Service,3
17990,61,F,,Basic Membership,2017-07-16,No,Without Offers,Smartphone,Mobile_Data,12,99.04,27853.08,29.0,,No,Yes,Yes,Solved in Follow-up,No reason specified,5
17991,22,F,City,Platinum Membership,2017-07-06,?,Gift Vouchers/Coupons,Both,Mobile_Data,14,1826.0815261908413,2814.42,24.0,709.36,Yes,No,Yes,Solved in Follow-up,Too many ads,3
17992,11,M,Town,Gold Membership,2017-12-14,No,Gift Vouchers/Coupons,?,Fiber_Optic,17,239.35,18871.96,4.0,722.25,Yes,No,Yes,Solved,Reasonable Price,2
17994,30,M,City,Gold Membership,2017-03-22,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,8,169.05,99439.16,10.0,777.23,No,Yes,No,Not Applicable,User Friendly Website,1
17995,52,F,Town,No Membership,2017-01-13,No,Without Offers,Smartphone,Wi-Fi,21,98.7,19842.72,24.0,571.83,Yes,No,Yes,No Information Available,Poor Customer Service,5
17996,63,F,Village,Basic Membership,2016-06-21,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,17,418.27,48023.62,22.0,,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,5
17997,43,M,Town,Silver Membership,2017-12-31,No,Without Offers,?,Fiber_Optic,13,151.93,6978.83,15.0,351.8757376925481,Yes,No,Yes,Unsolved,No reason specified,3
17998,49,M,Town,No Membership,2015-07-16,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,17,200.09,38597.53,12.0,665.41,No,Yes,Yes,No Information Available,Poor Website,4
17999,41,M,Town,Gold Membership,2016-03-24,Yes,Without Offers,Smartphone,Fiber_Optic,12,48.69,31100.99,,611.19,No,Yes,Yes,Unsolved,Poor Product Quality,4
18000,46,F,City,No Membership,2017-12-15,Yes,Without Offers,Smartphone,Wi-Fi,-999,298.91,12876.11,15.0,576.34,No,Yes,Yes,No Information Available,Too many ads,5
18001,63,F,City,Gold Membership,2016-05-09,Yes,Gift Vouchers/Coupons,Both,Mobile_Data,7,557.03,23124.01,21.0,638.15,Yes,Yes,Yes,Solved in Follow-up,Poor Customer Service,4
18002,24,M,,Basic Membership,2015-07-13,Yes,Without Offers,Smartphone,Wi-Fi,7,-717.4847752382802,40113.59,25.0,694.75,No,Yes,No,Not Applicable,Poor Website,5
18003,44,F,Town,Gold Membership,2015-03-12,Yes,Without Offers,Desktop,Mobile_Data,8,492.34,15311.44,21.0,704.59,Yes,Yes,Yes,Solved,Poor Product Quality,3
18004,30,M,Town,Basic Membership,2015-05-27,No,Without Offers,Smartphone,Fiber_Optic,-999,865.9034816748026,37027.32,8.0,656.03,No,Yes,Yes,No Information Available,Poor Customer Service,5
18005,27,M,Village,Premium Membership,2015-07-31,?,Without Offers,Both,Wi-Fi,11,211.22,16681.14,28.0,729.66,Yes,No,No,Not Applicable,Poor Website,3
18006,31,F,Town,Silver Membership,2015-12-10,?,Without Offers,Smartphone,Wi-Fi,12,148.63,19101.36,9.0,727.44,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,3
18007,61,M,City,Silver Membership,2015-07-12,Yes,Without Offers,Smartphone,Mobile_Data,13,500.08,13314.69,15.0,1170.3760489311455,Yes,Yes,Yes,No Information Available,No reason specified,4
18008,42,F,City,Silver Membership,2017-11-26,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,20,99.87,27012.84,,761.21,Yes,No,Yes,Unsolved,No reason specified,3
18009,37,M,City,Premium Membership,2015-12-08,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,-999,33.31,39875.34,,734.25,No,Yes,No,Not Applicable,Poor Website,3
18010,16,M,Town,Premium Membership,2016-04-14,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,9,214.35,65849.21,3.0,,No,Yes,Yes,Solved,Products always in Stock,1
18011,24,F,Town,Gold Membership,2016-06-23,Yes,Without Offers,?,Mobile_Data,12,97.52,6156.86,6.0,690.65,Yes,No,Yes,Solved,Poor Website,4
18012,28,M,Town,Premium Membership,2015-07-01,No,Credit/Debit Card Offers,Desktop,Mobile_Data,15,430.6,15602.72,11.0,833.56,Yes,No,No,Not Applicable,Quality Customer Care,1
18013,20,F,City,Gold Membership,2016-01-08,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,17,104.17,39849.46,12.0,779.99,No,Yes,Yes,No Information Available,Too many ads,3
18014,64,F,Village,Basic Membership,2017-09-22,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,15,144.31,10282.31,7.0,557.75,No,Yes,Yes,Solved,Poor Customer Service,5
18015,17,M,Village,No Membership,2015-02-09,Yes,Without Offers,Smartphone,Wi-Fi,9,32.92,49323.83,12.0,526.05,Yes,No,Yes,Solved,Poor Website,5
18016,32,F,Village,Silver Membership,2015-08-23,No,Gift Vouchers/Coupons,?,Mobile_Data,14,228.41,2911.89,,745.23,No,Yes,Yes,Solved,Products always in Stock,2
18018,47,F,City,Basic Membership,2015-05-23,Yes,Credit/Debit Card Offers,Both,Mobile_Data,16,1728.51,44859.09,7.0,250.59291417976144,Yes,No,No,Not Applicable,Poor Customer Service,5
18019,32,F,City,Platinum Membership,2015-07-02,No,Without Offers,Desktop,Fiber_Optic,4,177.73,2099.77,13.0,798.7,No,Yes,No,Not Applicable,Products always in Stock,2
18020,27,M,,Platinum Membership,2015-08-22,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,7,134.42,47309.66,37.78067311008457,780.14,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,3
18021,53,F,,Gold Membership,2017-04-04,No,Credit/Debit Card Offers,Both,Wi-Fi,19,411.77,48360.14,9.0,782.94,Yes,No,No,Not Applicable,Products always in Stock,2
18022,26,M,Village,Silver Membership,2016-01-24,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,14,67.65,44405.77,19.0,723.18,Yes,No,Yes,Unsolved,Poor Product Quality,3
18023,33,M,Town,Silver Membership,2016-05-22,?,Gift Vouchers/Coupons,?,Wi-Fi,18,837.23,42579.69,14.0,708.01,Yes,No,Yes,Solved in Follow-up,No reason specified,4
18024,63,F,City,Premium Membership,2017-12-12,Yes,Gift Vouchers/Coupons,Both,Mobile_Data,11,664.86,38340.57,,722.13,No,Yes,No,Not Applicable,Poor Product Quality,3
18025,64,F,Town,Basic Membership,2015-01-07,?,Credit/Debit Card Offers,Both,Fiber_Optic,20,253.48,18087.47,28.0,380.1760839075798,Yes,Yes,No,Not Applicable,Poor Website,5
18026,48,F,Town,No Membership,2017-04-13,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,10,314.08,17721.73,26.0,618.85,Yes,Yes,No,Not Applicable,Poor Product Quality,4
18027,25,M,Town,Basic Membership,2016-08-03,Yes,Credit/Debit Card Offers,?,Fiber_Optic,10,179.2,27911.48,-6.570410934211047,672.38,No,Yes,No,Not Applicable,Poor Website,5
18028,36,F,City,No Membership,2017-12-12,Yes,Without Offers,Desktop,Mobile_Data,14,225.9,33529.09,5.0,34.612246585335576,No,Yes,No,Not Applicable,Poor Customer Service,5
18029,64,M,,Platinum Membership,2017-11-20,No,Without Offers,Smartphone,Mobile_Data,16,44.11,32291.42,7.0,755.13,Yes,No,No,Not Applicable,Too many ads,3
18030,18,F,City,Gold Membership,2017-05-30,Yes,Without Offers,Smartphone,Wi-Fi,5,57.81,24359.89,21.0,661.61,Yes,No,Yes,Solved,Poor Website,4
18031,39,M,Village,Premium Membership,2017-07-05,?,Credit/Debit Card Offers,Desktop,Wi-Fi,21,834.75,58945.94,6.0,1642.6672313051458,No,Yes,Yes,Solved in Follow-up,Reasonable Price,1
18032,26,F,City,Basic Membership,2015-12-01,?,Gift Vouchers/Coupons,Smartphone,Mobile_Data,19,165.68,9229.69,,666.98,No,Yes,No,Not Applicable,Poor Website,5
18033,12,F,City,Platinum Membership,2017-07-17,No,Credit/Debit Card Offers,Both,Wi-Fi,-999,1303.5504894973265,40861.52,8.0,799.1,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,3
18034,63,M,City,Gold Membership,2016-01-03,Yes,Gift Vouchers/Coupons,Both,Fiber_Optic,7,302.37,31675.44,12.0,658.73,No,Yes,No,Not Applicable,No reason specified,4
18035,31,M,Village,Gold Membership,2017-06-08,Yes,,Desktop,Mobile_Data,11,57.26,14876.91,22.0,705.44,Yes,No,No,Not Applicable,Poor Product Quality,3
18037,39,M,Town,No Membership,2017-06-27,No,Gift Vouchers/Coupons,Both,Fiber_Optic,13,214.19,36843.22,13.0,695.48,No,Yes,No,Not Applicable,Too many ads,4
18038,30,F,City,No Membership,2017-08-21,No,Credit/Debit Card Offers,Both,Fiber_Optic,15,379.61,25515.14,35.03140548826904,555.41,Yes,No,No,Not Applicable,No reason specified,5
18039,34,M,,No Membership,2015-07-18,No,Without Offers,?,Fiber_Optic,14,-800.5016369601566,10601.54,23.0,,No,Yes,No,Not Applicable,Poor Product Quality,5
18040,50,F,City,Platinum Membership,2017-02-22,Yes,Without Offers,Smartphone,Mobile_Data,16,43.6,16885.08,8.0,768.84,Yes,No,Yes,Unsolved,Poor Customer Service,3
18041,21,F,City,Basic Membership,2015-01-10,?,Gift Vouchers/Coupons,Smartphone,Wi-Fi,-999,96.68,2002.45,6.0,622.87,Yes,No,Yes,Unsolved,No reason specified,5
18042,32,F,,Premium Membership,2015-05-26,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,19,242.13,49307.16,27.0,,Yes,No,Yes,Solved in Follow-up,Poor Website,3
18043,54,F,City,Gold Membership,2017-01-20,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,10,588.08,34329.2,15.0,732.87,Yes,No,Yes,Solved in Follow-up,Poor Website,3
18044,20,M,Village,Gold Membership,2016-05-04,No,Without Offers,Desktop,Mobile_Data,8,422.16,6117.52,,699.17,Yes,No,Yes,No Information Available,Too many ads,4
18045,54,F,Town,No Membership,2017-02-21,?,Without Offers,Desktop,Fiber_Optic,13,61.27,36977.8,14.0,,No,Yes,Yes,Unsolved,Poor Customer Service,5
18046,37,M,City,Basic Membership,2015-12-24,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,11,86.22,1610.61,28.0,210.2483247303876,Yes,No,No,Not Applicable,Poor Customer Service,5
18047,32,M,Town,Premium Membership,2015-09-05,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,10,1028.462387128476,37069.76,36.14594778117818,706.41,No,Yes,Yes,Solved in Follow-up,No reason specified,3
18048,61,M,Village,Platinum Membership,2016-03-20,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,25,169.93,15313.87,,736.68,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,3
18049,16,F,Town,Silver Membership,2015-10-03,No,Credit/Debit Card Offers,Desktop,Mobile_Data,6,210.47,33936.99,12.0,851.0320973163437,No,Yes,Yes,Solved,Poor Website,3
18050,52,F,,Platinum Membership,2015-08-15,No,Without Offers,Smartphone,Fiber_Optic,7,226.9,7970.78,6.0,720.43,Yes,No,Yes,Solved,No reason specified,3
18051,31,M,City,Basic Membership,2016-05-20,No,Without Offers,Both,Fiber_Optic,11,306.28,41059.65,19.0,,Yes,Yes,No,Not Applicable,Poor Website,5
18052,53,F,Town,Basic Membership,2015-09-17,No,Without Offers,?,Fiber_Optic,16,77.58,28333.46,22.0,123.69309257242878,Yes,No,No,Not Applicable,Poor Product Quality,4
18053,30,M,Town,Premium Membership,2016-12-24,No,Without Offers,Desktop,Wi-Fi,19,219.35,96962.66,,751.82,No,Yes,No,Not Applicable,User Friendly Website,2
18054,17,M,,Silver Membership,2015-01-04,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,16,105.59,32567.93,13.0,761.3,Yes,No,No,Not Applicable,Poor Product Quality,3
18055,27,M,City,Gold Membership,2016-07-09,Yes,Gift Vouchers/Coupons,Both,Mobile_Data,17,336.92,29162.35,,723.76,Yes,No,No,Not Applicable,Poor Website,3
18056,50,F,City,No Membership,2016-07-23,?,Without Offers,Both,Fiber_Optic,17,325.91,20336.43,,716.93,No,Yes,Yes,Unsolved,Too many ads,4
18057,28,M,City,Basic Membership,2017-07-02,No,Without Offers,Desktop,Fiber_Optic,10,61.75,10604.72,21.0,544.93,No,Yes,Yes,Unsolved,Poor Website,5
18058,44,M,City,Gold Membership,2017-10-29,No,Credit/Debit Card Offers,Desktop,Mobile_Data,15,43.8,5616.6,5.0,144.62460135800282,Yes,No,No,Not Applicable,Poor Product Quality,4
18059,15,F,City,No Membership,2015-07-22,No,Without Offers,Desktop,Fiber_Optic,14,322.54,6594.42,13.0,571.11,Yes,No,No,Not Applicable,Poor Customer Service,5
18060,19,M,,Gold Membership,2016-07-28,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,14,44.3,42984.31,17.0,748.36,Yes,No,Yes,Unsolved,Poor Customer Service,3
18061,51,M,City,Gold Membership,2017-04-11,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,10,120.09,19532.18,34.68828595993905,647.86,Yes,No,Yes,Unsolved,Too many ads,4
18062,57,F,City,Gold Membership,2016-04-10,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,-999,90.75,95696.08,16.0,348.3025320221652,No,Yes,Yes,Unsolved,Reasonable Price,1
18063,48,M,City,No Membership,2015-11-21,Yes,Without Offers,Smartphone,Mobile_Data,19,99.2,34368.85,,551.37,No,Yes,Yes,Solved,Poor Product Quality,5
18064,31,M,Town,Basic Membership,2017-05-29,No,Without Offers,Smartphone,Mobile_Data,19,32.14,15022.56,7.0,605.82,No,Yes,No,Not Applicable,Too many ads,4
18065,45,F,Town,Gold Membership,2016-11-03,Yes,Credit/Debit Card Offers,?,Wi-Fi,5,234.95,51151.71,1.0,740.76,Yes,Yes,Yes,Unsolved,Products always in Stock,2
